0.0,92104.0
0.44371775,4290.814
0.8874355,5755.8574
1.3311532,11220.548
1.774871,18001.29
2.2185886,15035.827
2.6623063,16109.904
3.106024,14264.243
3.549742,16711.895
3.9934597,11237.725
4.437177,9494.953
4.880895,18247.535
5.3246126,14460.77
5.7683306,6579.6685
6.212048,3205.8396
6.655766,21789.006
7.099484,10270.519
7.5432014,10420.171
7.9869194,6258.7036
8.430637,11581.366
8.874354,7921.398
9.318072,17668.473
9.76179,13107.441
10.205508,12707.956
10.649225,11787.468
11.092943,19111.61
11.536661,26018.309
11.980379,17372.342
12.424096,5383.875
12.867814,31350.164
13.311532,18190.049
13.75525,18925.0
14.198968,24290.994
14.642685,14055.13
15.086403,16707.562
15.530121,21979.723
15.973839,31436.232
16.417557,1161.4288
16.861275,8341.234
17.30499,30118.61
17.748709,14802.196
18.192427,5414.3267
18.636145,25027.793
19.079863,42227.066
19.52358,8970.898
19.967299,15810.25
20.411016,23885.766
20.854734,20783.814
21.29845,1853.279
21.742168,34948.027
22.185886,31499.736
22.629604,10091.067
23.073322,41129.535
23.51704,44696.85
23.960758,13411.969
24.404476,34978.094
24.848192,51110.34
25.29191,24137.229
25.735628,32502.596
26.179346,50298.402
26.623064,23299.156
27.066782,39905.855
27.5105,38923.363
27.954218,27338.83
28.397936,17757.037
28.841652,48859.586
29.28537,34201.94
29.729088,35772.04
30.172806,33938.727
30.616524,27583.537
31.060242,45454.14
31.50396,31180.555
31.947678,5054.79
32.391396,41555.746
32.835114,44614.37
33.27883,7374.307
33.72255,73755.336
34.166264,54903.496
34.60998,8117.719
35.0537,55437.855
35.497417,75407.28
35.941135,13220.795
36.384853,52614.0
36.82857,88366.77
37.27229,14593.253
37.716007,52906.52
38.159725,82161.8
38.603443,17602.627
39.04716,57030.727
39.49088,80906.21
39.934597,12203.753
40.378315,60203.195
40.822033,71824.4
41.26575,19543.201
41.70947,78775.945
42.153183,75024.22
42.5969,8371.336
43.04062,73732.43
43.484337,80072.67
43.928055,18407.086
44.371773,73347.21
44.81549,78590.96
45.25921,32044.227
45.702927,84359.51
46.146645,76629.29
